x y
95.7916 5.29915
95.992 5.33269
96.1924 5.36452
96.3928 5.39451
96.5932 5.42255
96.7936 5.44851
96.994 5.47231
97.1944 5.49384
97.3948 5.51302
97.5952 5.52979
97.7956 5.54409
97.996 5.55587
98.1964 5.5651
98.3968 5.57174
98.5972 5.57579
98.7976 5.57725
98.998 5.57612
99.1984 5.57244
99.3988 5.56623
99.5992 5.55753
99.7996 5.54641
100 5.53293
